Name, Party, n_Spouses, n_Children, Religion, Birthyear 
Charles_Taylor_Sherman, Republican Party (United States), 0, 0, None, 1811 
Charles_Thomas_McMillen, Democratic Party (United States), 0, 0, None, 1952 
Charles_Thone, Republican Party (United States), 0, 0, None, 1924 
Charles_Tillinghast_James, Democratic Party (United States), 0, 0, None, 1805 
Charles_Townsend_(Ohio_politician), Republican Party (United States), 0, 0, None, 1834 
Charles_Triplett_O'Ferrall, Democratic Party (United States), 0, 0, None, 1840 
Charles_V._Blanchard, Republican Party (United States), 0, 0, None, 1866 
Charles_V._Hogan, Democratic Party (United States), 0, 0, None, 1897 
Charles_V._Truax, Democratic Party (United States), 0, 0, None, 1887 
Charles_V._Webb,_Jr., Republican Party (United States), 0, 0, None, 1910 
Charles_Van_Wyck, Republican Party (United States), 0, 0, None, 1824 
Charles_Van_Zant, Republican Party (United States), 0, 0, Baptists, 1943 
Charles_Vanik, Democratic Party (United States), 0, 0, None, 1913 
Charles_Vernon_Culver, Republican Party (United States), 0, 0, None, 1830 
Charles_Volpe, Republican Party (United States), 0, 0, None, 1936 
Charles_W._Albertson, Democratic Party (United States), 0, 0, None, 1932 
Charles_W._Brooks, Republican Party (United States), 1, 0, None, 1897 
Charles_W._Bryan, Democratic Party (United States), 0, 0, Baptists, 1867 
Charles_W._Buttz, Republican Party (United States), 0, 0, None, 1837 
Charles_W._Cansler, Republican Party (United States), 0, 0, Presbyterianism, 1871 
Charles_W._Cathcart, Democratic Party (United States), 0, 0, None, 1809 
Charles_W._DeWitt,_Jr., Democratic Party (United States), 0, 0, Catholic Church, 1947 
Charles_W._Eldridge, Republican Party (United States), 0, 0, None, 1877 
Charles_W._F._Dick, Republican Party (United States), 0, 0, None, 1858 
Charles_W._Fairbanks, Republican Party (United States), 1, 0, None, 1852 
Charles_W._Gates, Republican Party (United States), 0, 0, None, 1856 
Charles_W._Henney, Democratic Party (United States), 0, 0, None, None 
Charles_W._Jones, Democratic Party (United States), 0, 0, None, 1834 
Charles_W._Lippitt, Republican Party (United States), 0, 0, None, 1846 
Charles_W._Lyon, Republican Party (United States), 0, 0, None, 1887 
Charles_W._Milliken, Democratic Party (United States), 0, 0, None, 1827 
Charles_W._Sandman,_Jr., Republican Party (United States), 0, 0, None, 1921 
Charles_W._Sawyer, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1887 
Charles_W._Shields, Republican Party (United States), 0, 0, Presbyterianism, 1959 
Charles_W._Tobey, Republican Party (United States), 0, 0, None, 1880 
Charles_W._Turner_(attorney), Democratic Party (United States), 0, 0, None, 1846 
Charles_W._Waterman, Republican Party (United States), 0, 0, None, 1861 
Charles_W._Whalen,_Jr., Republican Party (United States), 0, 0, None, 1920 
Charles_W._Whipple, Democratic Party (United States), 0, 0, None, None 
Charles_W._Willard, Republican Party (United States), 0, 0, None, 1827 
Charles_Warren_Stone, Republican Party (United States), 0, 0, None, 1843 
Charles_Wesley_Turnbull, Democratic Party (United States), 0, 0, Methodism, 1935 
Charles_West_Kendall, Democratic Party (United States), 0, 0, None, 1828 
Charles_Wheaton_Elam, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1866 
Charles_Wheelan, Democratic Party (United States), 0, 0, None, None 
Charles_Wheeler_(politician), Democratic Party (United States), 0, 0, None, 1926 
Charles_Wilbert_Snow, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1884 
Charles_William_Carrico,_Sr., Republican Party (United States), 0, 0, Church of God (Cleveland Tennessee), 1961 
Charles_William_Fulton, Republican Party (United States), 0, 0, None, 1853 
Charles_Winston_Thompson, Democratic Party (United States), 0, 0, None, 1860 
Charles_Wyly, Republican Party (United States), 0, 0, None, None 
Charles_Wyrick, Democratic Party (United States), 0, 0, None, None 
Charles_Young,_Jr., Democratic Party (United States), 0, 0, None, 1962 
Charles_Zwick, Democratic Party (United States), 0, 0, None, 1926 
Charleta_Tavares, Democratic Party (United States), 0, 0, None, None 
Charley_Eugene_Johns, Democratic Party (United States), 0, 0, Baptists, 1905 
Charlice_Byrd, Republican Party (United States), 0, 0, Baptists, None 
Charlie_Baird, Democratic Party (United States), 0, 0, None, None 
Charlie_Baker, Republican Party (United States), 0, 0, Christian, 1956 
Charlie_Brown_(Indiana_politician), Democratic Party (United States), 0, 0, Christian, 1938 
Charlie_Cole_(lawyer), Republican Party (United States), 0, 0, None, 1927 
Charlie_Collins_(politician), Republican Party (United States), 0, 0, Protestantism, None 
Charlie_Daniels_(politician), Democratic Party (United States), 0, 0, None, 1939 
Charlie_Dent, Republican Party (United States), 0, 0, Presbyterianism, 1960 
Charlie_Dooley, Democratic Party (United States), 0, 0, None, None 
Charlie_Geren, Republican Party (United States), 0, 0, Baptists, 1949 
Charlie_Gonzalez, Democratic Party (United States), 0, 0, Catholic Church, 1945 
Charlie_Hales, Democratic Party (United States), 0, 0, None, None 
Charlie_Hoffman, Democratic Party (United States), 0, 0, Protestantism, 1956 
Charlie_Huggins, Republican Party (United States), 0, 0, Baptists, 1947 
Charlie_Janssen, Republican Party (United States), 0, 0, None, 1971 
Charlie_Justice_(politician), Democratic Party (United States), 0, 0, Episcopal Church (United States), 1968 
Charlie_Laster, Democratic Party (United States), 0, 0, Baptists, 1954 
Charlie_Luken, Democratic Party (United States), 0, 0, None, 1951 
Charlie_Melancon, Democratic Party (United States), 0, 0, Catholic Church, 1947 
Charlie_Norwood, Republican Party (United States), 0, 0, United Methodist Church, 1941 
Charlie_Rose_(congressman), Democratic Party (United States), 0, 0, None, 1939 
Charlie_Ross_(state_senator), Republican Party (United States), 0, 0, None, 1956 
Charlie_Smith_Dannelly, Democratic Party (United States), 0, 0, None, 1964 
Charlie_Smithgall, Republican Party (United States), 0, 0, None, 1945 
Charlie_Stone_(politician), Republican Party (United States), 0, 0, None, 1948 
Charlie_Summers, Republican Party (United States), 0, 0, None, 1959 
Charlie_Wilson_(Ohio_politician), Democratic Party (United States), 0, 1, Catholic Church, 1943 
Charlie_Wilson_(Texas_politician), Democratic Party (United States), 0, 0, None, 1933 
Charlotte_Burks, Democratic Party (United States), 1, 0, Churches of Christ, 1942 
Charlotte_Douglas_(politician), Republican Party (United States), 0, 0, Baptists, 1952 
Charlotte_Fawcett, Republican Party (United States), 0, 0, None, 1911 
Charlotte_Golar_Richie, Democratic Party (United States), 0, 0, None, 1958 
Charlotte_Lane, Republican Party (United States), 0, 0, None, 1947 
Charlotte_Pritt, Democratic Party (United States), 0, 0, None, 1949 
Charlotte_Thompson_Reid, Republican Party (United States), 0, 0, None, 1913 
Charmaine_Tavares, Democratic Party (United States), 0, 0, None, None 
Charniele_Herring, Democratic Party (United States), 0, 0, Baptists, 1969 
Chas_Roemer, Republican Party (United States), 0, 0, None, None 
Chas_Vincent, Republican Party (United States), 0, 0, None, 1977 
Chase_A._Clark, Democratic Party (United States), 0, 1, Presbyterianism, 1883 
Chase_G._Woodhouse, Democratic Party (United States), 0, 0, None, 1890 
Chase_Osborn, Republican Party (United States), 0, 0, Presbyterianism, 1860 
Chauncey_Depew, Republican Party (United States), 0, 0, None, 1834 
Chauncey_Fitch_Cleveland, Republican Party (United States), 0, 0, None, 1799 
Chauncey_Ives_Filley, Republican Party (United States), 0, 0, None, 1829 
Chauncey_K._Gregory, Republican Party (United States), 0, 0, Presbyterianism, 1963 
Chauncey_N._Olds, Republican Party (United States), 0, 0, Presbyterianism, 1816 
Chauncey_Sparks, Democratic Party (United States), 0, 0, None, 1884 
Chauncey_W._Reed, Republican Party (United States), 0, 0, None, 1890 
Chellie_Pingree, Democratic Party (United States), 1, 1, Evangelical Lutheran Church in America, 1955 
Chelsa_Wagner, Democratic Party (United States), 0, 0, Catholic Church, 1977 
Chelsea_Clinton, Democratic Party (United States), 1, 0, Methodism, 1980 
Cherelle_Parker, Democratic Party (United States), 0, 0, Baptists, None 
Cheri_Barry, Republican Party (United States), 0, 0, None, None 
Cheri_Bustos, Democratic Party (United States), 0, 0, Catholic Church, 1961 
Cheri_Gerou, Republican Party (United States), 0, 0, United Church of Christ, 1956 
Cheri_Jahn, Democratic Party (United States), 0, 0, None, None 
Cherie_Buckner-Webb, Democratic Party (United States), 0, 0, None, 1951 
Cherrish_Pryor, Democratic Party (United States), 0, 0, Baptists, None 
Cheryl_Coakley-Rivera, Democratic Party (United States), 0, 0, None, None 
Cheryl_Cox, Republican Party (United States), 0, 0, None, None 
Cheryl_Glenn, Democratic Party (United States), 0, 0, Baptists, 1951 
Cheryl_Grossman, Republican Party (United States), 0, 0, Methodism, 1950 
Cheryl_Johnson, Republican Party (United States), 0, 0, United Methodist Church, 1946 
Cheryl_Kagan, Democratic Party (United States), 0, 0, None, 1961 
Cheryl_Mills, Democratic Party (United States), 0, 0, None, None 
Cheryl_Pflug, Republican Party (United States), 0, 0, None, None 
Cherylin_Peniston, Democratic Party (United States), 0, 0, Methodism, 1948 
Cheryll_Heinze, Republican Party (United States), 0, 0, None, 1946 
Chesley_V._Morton, Republican Party (United States), 0, 0, Christian, 1951 
Chester_A._Arthur, Republican Party (United States), 1, 1, Episcopal Church (United States), 1829 
Chester_A._Dolan,_Jr., Democratic Party (United States), 0, 0, None, 1907 
Chester_A._Kowal, Republican Party (United States), 0, 0, None, 1904 
Chester_Ashley, Democratic Party (United States), 0, 0, None, 1790 
Chester_B._Jordan, Republican Party (United States), 0, 0, None, 1839 
Chester_B._McMullen, Democratic Party (United States), 0, 0, Methodism, 1902 
Chester_B._Wray, Democratic Party (United States), 0, 0, None, 1923 
Chester_Bowles, Democratic Party (United States), 0, 1, Congregational church, 1901 
Chester_Byerly, Republican Party (United States), 0, 0, None, 1918 
Chester_C._Bolton, Republican Party (United States), 1, 1, None, 1882 
Chester_C._Gorski, Democratic Party (United States), 0, 0, None, 1906 
Chester_Crandell, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1946 
Chester_Cruze, Republican Party (United States), 0, 0, None, None 
Chester_Dunning, Democratic Party (United States), 0, 0, None, 1949 
Chester_E._Bryan, Democratic Party (United States), 0, 0, None, 1859 
Chester_Earl_Merrow, Republican Party (United States), 0, 0, None, 1906 
Chester_H._Gross, Republican Party (United States), 0, 0, None, 1888 
Chester_I._Long, Republican Party (United States), 0, 0, None, 1860 
Chester_I._Reed, Republican Party (United States), 0, 0, None, 1823 
Chester_J._Straub, Democratic Party (United States), 0, 0, None, 1937 
Chester_L._Jenkins, Democratic Party (United States), 0, 0, None, None 
Chester_McNulty, Republican Party (United States), 0, 1, None, None 
Chet_Blaylock, Democratic Party (United States), 0, 0, None, 1924 
Chet_Culver, Democratic Party (United States), 0, 0, Presbyterianism, 1966 
Chet_D._Traylor, Republican Party (United States), 0, 0, United Methodist Church, 1945 
Chet_Dobis, Democratic Party (United States), 0, 0, None, 1942 
Chet_Edwards, Democratic Party (United States), 0, 0, Methodism, 1951 
Chet_Pollert, Republican Party (United States), 0, 0, None, 1955 
Chet_Upham, Republican Party (United States), 0, 1, Christian Church, 1925 
Chic_Hecht, Republican Party (United States), 0, 0, Judaism, 1928 
Chilton_A._White, Democratic Party (United States), 0, 0, None, 1826 
Chip_Cravaack, Republican Party (United States), 0, 0, Catholic Church, None 
Chip_Forrester, Democratic Party (United States), 0, 0, None, None 
Chip_Limehouse, Republican Party (United States), 0, 0, None, 1962 
Chip_Pashayan, Republican Party (United States), 0, 0, None, 1941 
Chip_Pickering, Republican Party (United States), 0, 0, Southern Baptist Convention, 1963 
Chip_Rogers, Republican Party (United States), 0, 0, None, None 
Chip_Shields, Democratic Party (United States), 0, 0, None, None 
Chipman_L._Flowers,_Jr., Democratic Party (United States), 0, 0, None, 1974 
Choice_B._Randell, Democratic Party (United States), 0, 0, Presbyterian Church (USA), 1857 
Chris_A._Brown, Republican Party (United States), 0, 0, None, 1964 
Chris_Anderson_(politician), Democratic Party (United States), 0, 0, None, None 
Chris_Bayley, Republican Party (United States), 0, 0, None, None 
Chris_Bell_(politician), Democratic Party (United States), 0, 0, Episcopal Church (United States), 1959 
Chris_Benge, Republican Party (United States), 0, 0, Baptists, 1962 
Chris_Beutler, Democratic Party (United States), 0, 0, None, 1944 
Chris_Biggs, Democratic Party (United States), 0, 0, None, 1959 
Chris_Bollwage, Democratic Party (United States), 0, 0, None, None 
Chris_Broadwater, Republican Party (United States), 0, 0, None, 1972 
Chris_Cannon, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1950 
Chris_Carney, Democratic Party (United States), 0, 0, Catholic Church, 1959 
Chris_Chocola, Republican Party (United States), 0, 0, Presbyterianism, 1962 
Chris_Christie, Republican Party (United States), 1, 0, Catholic Church, 1962 
Chris_Collins_(U.S._politician), Republican Party (United States), 0, 0, Catholic Church, 1950 
Chris_Coons, Democratic Party (United States), 0, 0, Presbyterianism, 1963 
Chris_Daly, Democratic Party (United States), 0, 0, None, 1972 
Chris_Danou, Democratic Party (United States), 0, 0, United Methodist Church, 1967 
Chris_Day_(politician), Republican Party (United States), 0, 0, Episcopal Church (United States), 1984 
Chris_Deschene, Democratic Party (United States), 0, 0, None, None 
Chris_Dodd, Democratic Party (United States), 0, 0, Catholic Church, 1944 
Chris_Dorworth, Republican Party (United States), 0, 0, Christianity, 1976 
Chris_Edwards_(Nevada_politician), Republican Party (United States), 0, 0, None, None 
Chris_Edwards_(politician), Democratic Party (United States), 0, 0, None, None 
Chris_Faser,_Jr., Democratic Party (United States), 0, 0, United Methodist Church, 1917 
Chris_Garrett_(politician), Democratic Party (United States), 0, 0, None, 1973 
Chris_Gibson_(New_York_politician), Republican Party (United States), 0, 0, Catholic Church, 1964 
Chris_Girdler, Republican Party (United States), 0, 0, None, 1979 
Chris_Giunchigliani, Democratic Party (United States), 0, 0, None, 1954 
Chris_Gorsek, Democratic Party (United States), 0, 0, None, 1958 
Chris_Hagenow, Republican Party (United States), 0, 0, None, 1972 
Chris_Hall_(university_president), Democratic Party (United States), 0, 0, None, 1956 
Chris_Harker, Democratic Party (United States), 0, 0, None, None 
Chris_Harris_(Texas_politician), Republican Party (United States), 0, 0, None, 1948 
Chris_Hart_IV, Republican Party (United States), 0, 0, Anglicanism, 1968 
Chris_Hazel, Republican Party (United States), 0, 0, Episcopal Church (United States), 1965 
Chris_Head_(politician), Republican Party (United States), 0, 0, Baptists, 1963 
Chris_Holbert, Republican Party (United States), 0, 0, None, None 
Chris_John, Democratic Party (United States), 0, 0, Catholic Church, 1960 
Chris_Jones_(politician), Republican Party (United States), 0, 0, Christian, 1958 
Chris_Kapenga, Republican Party (United States), 0, 0, None, 1972 
Chris_Kelly_(American_politician), Democratic Party (United States), 0, 0, None, 1946 
Chris_Kolb, Democratic Party (United States), 0, 0, None, None 
Chris_Langemeier, Republican Party (United States), 0, 0, None, None 
Chris_Larson, Democratic Party (United States), 0, 0, None, 1980 
Chris_Latvala, Republican Party (United States), 0, 0, Christianity, 1981 
Chris_Lauzen, Republican Party (United States), 0, 0, Catholic Church, 1952 
Chris_Lee_(Hawaii_politician), Democratic Party (United States), 0, 0, None, 1981 
Chris_Lee_(New_York_politician), Republican Party (United States), 0, 0, Protestantism, 1964 
Chris_Leopold, Republican Party (United States), 0, 0, Catholic Church, 1968 
Chris_Massey_(politician), Republican Party (United States), 0, 0, None, 1971 
Chris_Matthews, Democratic Party (United States), 1, 0, Catholic Church, 1945 
Chris_McDaniel, Republican Party (United States), 0, 0, Southern Baptist Convention, 1972 
Chris_Meek, Republican Party (United States), 0, 0, Presbyterianism, 1970 
Chris_Murphy_(Connecticut_politician), Democratic Party (United States), 0, 0, None, 1973 
Chris_Murphy_(South_Carolina_politician), Republican Party (United States), 0, 0, None, 1968 
Chris_Myers_(New_Jersey), Republican Party (United States), 0, 0, Episcopal Church (United States), 1965 
Chris_Norby, Republican Party (United States), 0, 0, Presbyterianism, 1949 
Chris_Nybo, Republican Party (United States), 0, 0, Catholicism, 1977 
Chris_Paddie, Republican Party (United States), 0, 0, Southern Baptist Convention, 1974 
Chris_Pappas_(politician), Democratic Party (United States), 0, 0, None, None 
Chris_Peace, Republican Party (United States), 0, 0, Episcopal Church (United States), 1976 
Chris_Perone, Democratic Party (United States), 0, 0, None, None 
Chris_Piazza, Democratic Party (United States), 0, 0, None, None 
Chris_Redfern, Democratic Party (United States), 0, 0, None, None 
Chris_Reykdal, Democratic Party (United States), 0, 0, None, 1972 
Chris_Richey, Democratic Party (United States), 0, 0, None, 1971 
Chris_Romer, Democratic Party (United States), 0, 0, None, None 
Chris_Rothfuss, Democratic Party (United States), 0, 0, None, 1972 
Chris_Sainato, Democratic Party (United States), 0, 0, Catholic Church, 1959 
Chris_Saxman, Republican Party (United States), 0, 0, Catholic Church, 1965 
Chris_Seelbach_(politician), Democratic Party (United States), 0, 0, Catholic Church, 1979 
Chris_Shays, Republican Party (United States), 0, 0, Christian Science, 1945 
Chris_Smith_(Florida_politician), Democratic Party (United States), 0, 0, Baptists, 1970 
Chris_Sprowls, Republican Party (United States), 0, 0, Christianity, 1984 
Chris_Steineger, Republican Party (United States), 0, 0, None, 1962 
Chris_Stewart_(politician), Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1960 
Chris_Stolle, Republican Party (United States), 0, 0, Catholic Church, 1958 
Chris_Sununu, Republican Party (United States), 0, 0, None, 1974 
Chris_Taylor_(legislator), Democratic Party (United States), 0, 0, None, 1968 
Chris_Telfer, Republican Party (United States), 0, 0, None, None 
Chris_Thomason, Democratic Party (United States), 0, 0, None, None 
Chris_Thyer, Democratic Party (United States), 0, 0, None, None 
Chris_Tuck, Democratic Party (United States), 0, 0, None, 1966 
Chris_Turner_(Texas), Democratic Party (United States), 0, 0, None, 1972 
Chris_Ullo, Democratic Party (United States), 0, 0, Catholic Church, 1928 
Chris_Van_Hollen, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1959 
Chris_Verich, Democratic Party (United States), 0, 0, None, None 
Chris_Walters, Republican Party (United States), 1, 1, Christian, 1986 
Chris_Widener, Republican Party (United States), 0, 0, Methodism, 1963 
Chris_Zurawsky, Democratic Party (United States), 0, 0, None, 1962 
Chrissy_Adams, Republican Party (United States), 0, 0, None, None 
Chrissy_Sommer, Republican Party (United States), 0, 0, None, 1965 
Christ_M._Stauffer, Republican Party (United States), 0, 0, None, 1896 
Christel_Truglia, Democratic Party (United States), 0, 0, None, 1936 
Christi_Craddick, Republican Party (United States), 0, 0, Catholic Church, 1970 
Christian_A._Herter,_Jr., Republican Party (United States), 0, 0, None, 1919 
Christian_Herter, Republican Party (United States), 0, 0, None, 1895 
Christian_L._Poorman, Republican Party (United States), 0, 0, None, 1825 
Christian_McDaniel, Republican Party (United States), 0, 0, None, 1977 
Christian_Mitchell, Democratic Party (United States), 0, 0, None, None 
Christian_S._Johansson, Democratic Party (United States), 0, 0, None, 1972 
Christian_Streit_White, Democratic Party (United States), 0, 2, Presbyterianism, 1839 
Christian_Swartz, Democratic Party (United States), 0, 1, Congregational church, 1846 
Christie_Benet, Democratic Party (United States), 0, 0, None, 1879 
Christie_Bryant, Democratic Party (United States), 0, 0, None, 1965 
Christie_Vilsack, Democratic Party (United States), 1, 0, None, 1950 
Christina_Hagan, Republican Party (United States), 0, 0, None, 1988 
Christina_Hale, Democratic Party (United States), 0, 0, None, None 
Christina_Olague, Democratic Party (United States), 0, 0, None, 1961 
Christina_Romer, Democratic Party (United States), 1, 0, None, 1958 
Christine_A._Varney, Democratic Party (United States), 0, 0, None, 1955 
Christine_Barber, Democratic Party (United States), 0, 0, None, None 
Christine_Canavan, Democratic Party (United States), 0, 0, None, 1950 
Christine_Donisthorpe, Democratic Party (United States), 0, 0, None, 1932 
Christine_Erickson, Republican Party (United States), 0, 0, None, None 
Christine_Gregoire, Democratic Party (United States), 0, 0, Catholic Church, 1947 
Christine_Greig, Democratic Party (United States), 0, 0, None, 1963 
Christine_Griffin, Democratic Party (United States), 0, 0, None, None 
Christine_J._Johnson, Republican Party (United States), 0, 0, Christian, 1953 
Christine_Jack_Toretti, Republican Party (United States), 1, 0, None, None 
Christine_Jennings, Democratic Party (United States), 0, 0, None, 1945 
Christine_Jones_(businesswoman), Republican Party (United States), 0, 0, None, None 
Christine_Kaufmann_(Montana_politician), Democratic Party (United States), 0, 0, None, 1951 
Christine_Kehoe, Democratic Party (United States), 0, 0, None, 1950 
Christine_Kilduff, Democratic Party (United States), 0, 0, None, None 
Christine_M._Jones, Democratic Party (United States), 0, 0, Baptists, 1929 
Christine_O'Donnell, Republican Party (United States), 0, 0, Catholic Church, 1969 
Christine_Pelosi, Democratic Party (United States), 0, 0, Catholic Church, None 
Christine_Radogno, Republican Party (United States), 0, 0, Catholic Church, 1952 
Christine_Rolfes, Democratic Party (United States), 0, 0, Presbyterianism, 1967 
Christine_Scanlan, Democratic Party (United States), 0, 0, None, None 
Christine_Sinicki, Democratic Party (United States), 0, 0, None, 1960 
Christine_Tartaglione, Democratic Party (United States), 0, 0, None, 1960 
Christine_Todd_Whitman, Republican Party (United States), 0, 0, Presbyterianism, 1946 
Christine_Trujillo, Democratic Party (United States), 0, 0, None, None 
Christine_Warnke, Democratic Party (United States), 0, 0, None, None 
Christine_Winger, Republican Party (United States), 0, 0, None, None 
Christopher_A._Bergen, Republican Party (United States), 0, 0, None, 1841 
Christopher_A._Corley, Republican Party (United States), 0, 0, None, 1980 
Christopher_B._Shank, Republican Party (United States), 0, 0, None, 1972 
Christopher_Bateman, Republican Party (United States), 0, 0, None, 1957 
Christopher_Blazejewski, Democratic Party (United States), 0, 0, None, 1979 
Christopher_C._Bowen, Republican Party (United States), 0, 0, None, 1832 
Christopher_Cabaldon, Democratic Party (United States), 0, 0, None, 1965 
Christopher_Chandler, Republican Party (United States), 0, 0, None, 1951 
Christopher_Coutu, Republican Party (United States), 0, 0, None, 1976 
Christopher_Cox, Republican Party (United States), 1, 0, None, 1952 
Christopher_D._Sullivan, Democratic Party (United States), 0, 0, None, 1870 
Christopher_Del_Sesto, Republican Party (United States), 0, 0, None, 1907 
Christopher_Doherty, Democratic Party (United States), 0, 0, None, 1958 
Christopher_Donelan, Democratic Party (United States), 0, 0, None, 1964 
Christopher_F._Egan_(ambassador), Republican Party (United States), 0, 0, Catholic Church, None 
Christopher_Fallon, Democratic Party (United States), 0, 0, None, 1953 
Christopher_G._Donovan, Democratic Party (United States), 0, 0, None, 1953 
Christopher_G._Kennedy, Democratic Party (United States), 0, 0, Catholicism, 1963 
Christopher_Herrod, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1965 
Christopher_Hodgkins, Democratic Party (United States), 0, 0, None, 1957 
Christopher_J._Connors, Republican Party (United States), 0, 0, None, 1956 
Christopher_J._England, Democratic Party (United States), 0, 0, None, 1976 
Christopher_J._King, Democratic Party (United States), 0, 0, None, None 
Christopher_Jacobs_(politician), Republican Party (United States), 0, 0, None, None 
Christopher_M._Fierro, Democratic Party (United States), 0, 0, None, 1980 
Christopher_Magee_(politician), Republican Party (United States), 0, 0, Methodism, 1848 
Christopher_Markey, Democratic Party (United States), 0, 0, None, None 
Christopher_McNally, Democratic Party (United States), 0, 0, None, 1960 
Christopher_Memminger, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1803 
Christopher_Mitchum, Republican Party (United States), 0, 1, Christian, 1943 
Christopher_Nixon_Cox, Republican Party (United States), 0, 0, None, 1979 
Christopher_Ottiano, Republican Party (United States), 0, 0, None, 1969 
Christopher_R._Barron, Republican Party (United States), 0, 0, None, None 
Christopher_R._Hart, Democratic Party (United States), 0, 0, None, 1972 
Christopher_Reed, Republican Party (United States), 0, 0, Christianity, None 
Christopher_S._Friend, Republican Party (United States), 0, 0, Catholic Church, 1972 
Christopher_Speranzo, Democratic Party (United States), 0, 0, None, 1972 
Christopher_T._Gates, Democratic Party (United States), 0, 0, None, None 
Christopher_Taylor_(politician), Democratic Party (United States), 0, 0, None, None 
Christopher_Thomas, Republican Party (United States), 0, 0, None, 1818 
Christopher_Wogan, Republican Party (United States), 0, 0, None, 1950 
Christopher_Wolcott, Republican Party (United States), 0, 0, None, 1820 
Christy_Clark_(Montana_politician), Republican Party (United States), 0, 0, None, 1966 
Christy_Mihos, Republican Party (United States), 0, 0, Eastern Orthodox Church, 1949 
Christy_Perry, Republican Party (United States), 0, 0, None, 1968 
Chuck_Benedict, Democratic Party (United States), 0, 0, None, 1946 
Chuck_Blasdel, Republican Party (United States), 0, 0, None, None 
Chuck_Calvert, Republican Party (United States), 0, 0, None, None 
Chuck_Caputo, Democratic Party (United States), 0, 0, Catholic Church, 1938 
Chuck_Connors, Republican Party (United States), 1, 0, None, 1921 
Chuck_Damschen, Republican Party (United States), 0, 0, None, 1955 
Chuck_DeVore, Republican Party (United States), 0, 0, None, 1962 
Chuck_Espy, Democratic Party (United States), 0, 0, None, 1975 
Chuck_Fleischmann, Republican Party (United States), 0, 0, Catholic Church, 1962 
Chuck_Franco, Republican Party (United States), 1, 0, None, None 
Chuck_Gatschenberger, Republican Party (United States), 0, 0, None, 1956 
Chuck_Grassley, Republican Party (United States), 0, 0, Baptist General Conference, 1933 
Chuck_Hagel, Republican Party (United States), 0, 0, Episcopal Church (United States), 1946 
Chuck_Hardwick, Republican Party (United States), 0, 0, Lutheranism, 1941 
Chuck_Hassebrook, Democratic Party (United States), 0, 0, Lutheranism, 1955 
Chuck_Horn, Republican Party (United States), 0, 0, None, None 
Chuck_Hoskin, Democratic Party (United States), 0, 0, None, 1952 
Chuck_Hunter, Democratic Party (United States), 0, 0, None, None 
Chuck_Kleckley, Republican Party (United States), 0, 0, None, None 
Chuck_McGrady, Republican Party (United States), 0, 0, None, 1953 
Chuck_McIlhinney, Republican Party (United States), 0, 0, None, 1967 
Chuck_McMains, Republican Party (United States), 0, 0, United Methodist Church, 1948 
Chuck_Middleton, Democratic Party (United States), 0, 0, None, 1959 
Chuck_Morse, Republican Party (United States), 0, 0, None, 1960 
Chuck_Moss, Republican Party (United States), 0, 0, None, None 
Chuck_Norris_(politician), Republican Party (United States), 0, 0, None, 1925 
Chuck_Oberlie, Democratic Party (United States), 0, 0, None, None 
Chuck_Poochigian, Republican Party (United States), 0, 0, None, 1949 
Chuck_Red_Ash, Republican Party (United States), 0, 0, None, 1915 
Chuck_Reed, Democratic Party (United States), 0, 1, None, 1948 
Chuck_Riley_(politician), Democratic Party (United States), 0, 0, None, None 
Chuck_Robb, Democratic Party (United States), 1, 0, None, 1939 
Chuck_Rosenthal_(district_attorney), Republican Party (United States), 0, 0, Baptists, 1946 
Chuck_Schumer, Democratic Party (United States), 1, 0, Reform Judaism, 1950 
Chuck_Thomsen, Republican Party (United States), 0, 0, None, 1957 
Chuck_Weaver, Republican Party (United States), 0, 0, None, 1956 
Chuck_Welke, Democratic Party (United States), 0, 0, None, None 
Chuck_Winder, Republican Party (United States), 0, 0, Presbyterianism, None 
Cindy_Acree, Republican Party (United States), 0, 0, None, 1961 
Cindy_Agidius, Republican Party (United States), 0, 0, None, None 
Cindy_Bass, Democratic Party (United States), 0, 0, None, 1967 
Cindy_Burkett, Republican Party (United States), 0, 0, Southern Baptist Convention, 1958 
Cindy_Chavez, Democratic Party (United States), 0, 0, None, 1964 
Cindy_Denby, Republican Party (United States), 0, 0, None, 1955 
Cindy_Evans, Democratic Party (United States), 0, 0, None, 1952 
Cindy_Frich, Republican Party (United States), 0, 0, None, 1960 
Cindy_Gamrat, Republican Party (United States), 0, 0, None, None 
Cindy_Hill_(politician), Republican Party (United States), 0, 0, None, None 
Cindy_Hyde-Smith, Republican Party (United States), 0, 0, Baptists, None 
Cindy_McCain, Republican Party (United States), 1, 1, ['Baptists', 'Congregational church'], 1954 
Cindy_Neighbor, Democratic Party (United States), 0, 0, None, None 
Cindy_Noe, Republican Party (United States), 0, 0, Christian, 1947 
